,store_name,product_ref,Año,semana,Ema,Costo unitario,Venta costo EMA,Venta costo %,Acumulado costo,Desviacion EMA,Desviacion EMA %,acumulado_cantidad,coef_ventas,acumulado_desviacion,acumulado_desviacion_p,acumulado_combinado,Clasificacion,Nivel de servicio
16868,SUCURSAL CALLE 6,DAC00210025,2025.0,39,0.60026,19289.05,11578.45,0.0002,0.9495,4052.5,0.35,0.9,5.333333333333333,2097349.58,1.0,0.92,B,0.95
22333,SUCURSAL CALLE 6,DAR03114025,2025.0,39,0.600255,35975.28,21594.34,0.0005,0.8842,6478.3,0.3,0.9,5.333333333333333,2097349.88,1.0,0.89,B,0.95
7047,SUCURSAL CALLE 6,BCS00728125,2025.0,39,0.6,103696.0,62217.6,0.0013,0.6826,0.0,0.0,0.9,0.0,2097349.88,0.0,0.83,B,0.95
12206,SUCURSAL CALLE 6,BLS00556125,2025.0,39,0.6,46904.61,28142.77,0.0006,0.8563,0.0,0.0,0.9,0.0,2097349.88,0.0,0.89,B,0.95
13327,SUCURSAL CALLE 6,DAB02734025,2025.0,39,0.6,33813.95,20288.37,0.0004,0.8922,0.0,0.0,0.9,0.0,2097349.88,0.0,0.9,B,0.95
21669,SUCURSAL CALLE 6,DAR02190025,2025.0,39,0.599364,41155.81,24667.31,0.0005,0.8702,8140.2,0.33,0.9,4.0,2097350.21,1.0,0.89,B,0.95
14686,SUCURSAL CALLE 6,DAB08161025,2025.0,39,0.593702,17481.48,10378.79,0.0002,0.9545,2698.5,0.26,0.9,4.0,2097350.47,1.0,0.92,B,0.95
11985,SUCURSAL CALLE 6,BLS00458125,2025.0,39,0.589308,15035.42,8860.49,0.0002,0.9643,6556.8,0.74,0.91,10.285714285714285,2097351.21,1.0,0.92,B,0.95
10544,SUCURSAL CALLE 6,BLE00664125,2025.0,39,0.581405,49158.82,28581.18,0.0006,0.8539,18006.1,0.63,0.91,4.0,2097351.84,1.0,0.89,B,0.95
15411,SUCURSAL CALLE 6,DAB09185025,2025.0,39,0.577758,17553.74,10141.81,0.0002,0.9563,3651.1,0.36,0.91,3.0,2097352.2,0.8,0.92,B,0.95
19368,SUCURSAL CALLE 6,DAE04985025,2025.0,39,0.576724,38005.16,21918.49,0.0005,0.8837,11616.8,0.53,0.91,6.666666666666667,2097352.73,1.0,0.9,B,0.95
14929,SUCURSAL CALLE 6,DAB08222025,2025.0,39,0.570629,24952.03,14238.35,0.0003,0.9337,5695.3,0.4,0.91,6.0,2097353.13,1.0,0.92,B,0.95
5565,SUCURSAL CALLE 6,BCS00087125,2025.0,39,0.566596,56138.84,31808.04,0.0007,0.8389,16858.3,0.53,0.91,8.571428571428571,2097353.66,1.0,0.89,B,0.95
8079,SUCURSAL CALLE 6,BHE00308125,2025.0,39,0.556875,97775.21,54448.57,0.0012,0.7275,45736.8,0.84,0.91,9.0,2097354.5,1.0,0.86,B,0.95
27978,SUCURSAL CALLE 6,DLS00207189,2025.0,39,0.555255,10160.75,5641.81,0.0001,0.9796,3780.0,0.67,0.91,10.666666666666666,2097355.17,1.0,0.93,B,0.95
18920,SUCURSAL CALLE 6,DAE04142025,2025.0,39,0.553704,18246.12,10102.95,0.0002,0.9569,7072.1,0.7,0.91,7.199999999999999,2097355.87,1.0,0.92,B,0.95
7385,SUCURSAL CALLE 6,BCS10377125,2025.0,39,0.5517,106722.93,58879.04,0.0013,0.7021,21785.2,0.37,0.91,5.333333333333333,2097356.24,1.0,0.85,B,0.95
17814,SUCURSAL CALLE 6,DAE01093189,2025.0,39,0.551301,7703.25,4246.81,0.0001,0.987,2208.3,0.52,0.91,9.0,2097356.76,1.0,0.93,B,0.95
11069,SUCURSAL CALLE 6,BLS00050125,2025.0,39,0.543696,18609.67,10118.0,0.0002,0.9567,6475.5,0.64,0.91,10.0,2097357.4,1.0,0.92,B,0.95
15882,SUCURSAL CALLE 6,DAB18009025,2025.0,39,0.541776,63599.18,34456.51,0.0007,0.8256,27565.2,0.8,0.91,9.0,2097358.2,1.0,0.89,B,0.95
21144,SUCURSAL CALLE 6,DAP08109025,2025.0,39,0.537803,24445.96,13147.11,0.0003,0.9415,6047.7,0.46,0.91,6.857142857142857,2097358.66,1.0,0.92,B,0.95
15022,SUCURSAL CALLE 6,DAB08255025,2025.0,39,0.536139,23277.93,12480.21,0.0003,0.9451,6864.1,0.55,0.91,9.0,2097359.21,1.0,0.92,B,0.95
22202,SUCURSAL CALLE 6,DAR02981025,2025.0,39,0.536066,32239.23,17282.36,0.0004,0.9134,3802.1,0.22,0.91,4.0,2097359.43,1.0,0.91,B,0.95
22530,SUCURSAL CALLE 6,DAR04981025,2025.0,39,0.536066,20755.1,11126.1,0.0002,0.9521,2447.7,0.22,0.91,4.0,2097359.65,1.0,0.92,B,0.95
22813,SUCURSAL CALLE 6,DAR08255189,2025.0,39,0.535727,9586.0,5135.48,0.0001,0.9823,2824.5,0.55,0.91,9.0,2097360.2,1.0,0.93,B,0.95
3459,SUCURSAL CALLE 6,BAE08207125,2025.0,39,0.535483,80993.72,43370.76,0.0009,0.7677,36431.4,0.84,0.91,12.0,2097361.04,1.0,0.87,B,0.95
25935,SUCURSAL CALLE 6,DCS00737137,2025.0,39,0.532637,66707.25,35530.75,0.0008,0.8177,40860.4,1.15,0.91,12.0,2097362.19,1.0,0.88,B,0.95
9448,SUCURSAL CALLE 6,BHS00326125,2025.0,39,0.529001,112315.42,59414.97,0.0013,0.6982,18418.6,0.31,0.91,2.0,2097362.5,0.8,0.85,B,0.95
3558,SUCURSAL CALLE 6,BAE09107125,2025.0,39,0.528493,58079.52,30694.62,0.0007,0.8431,25476.5,0.83,0.91,12.0,2097363.33,1.0,0.89,B,0.95
12724,SUCURSAL CALLE 6,BLS10141125,2025.0,39,0.528361,87824.01,46402.78,0.001,0.76,15312.9,0.33,0.91,2.4,2097363.66,0.8,0.86,B,0.95
12611,SUCURSAL CALLE 6,BLS10021125,2025.0,39,0.526451,23898.03,12581.14,0.0003,0.9448,4780.8,0.38,0.91,7.199999999999999,2097364.04,1.0,0.92,B,0.95
4689,SUCURSAL CALLE 6,BCE00663125,2025.0,39,0.522705,46244.01,24171.98,0.0005,0.8722,11119.1,0.46,0.92,4.8,2097364.5,1.0,0.9,B,0.95
19103,SUCURSAL CALLE 6,DAE04315025,2025.0,39,0.519127,21191.91,11001.29,0.0002,0.9527,3850.5,0.35,0.92,4.0,2097364.85,1.0,0.93,B,0.95
6639,SUCURSAL CALLE 6,BCS00568125,2025.0,39,0.518658,44758.02,23214.11,0.0005,0.8772,7196.4,0.31,0.92,5.0,2097365.16,1.0,0.91,B,0.95
14839,SUCURSAL CALLE 6,DAB08196025,2025.0,39,0.517979,37650.52,19502.18,0.0004,0.8982,14626.6,0.75,0.92,4.0,2097365.91,1.0,0.91,B,0.95
14510,SUCURSAL CALLE 6,DAB08118025,2025.0,39,0.517178,44714.65,23125.43,0.0005,0.8782,9712.7,0.42,0.92,5.647058823529411,2097366.33,1.0,0.91,B,0.95
9184,SUCURSAL CALLE 6,BHS00113125,2025.0,39,0.512,62579.55,32040.73,0.0007,0.8382,27234.6,0.85,0.92,12.0,2097367.18,1.0,0.9,B,0.95
27924,SUCURSAL CALLE 6,DLS00145189,2025.0,39,0.5099,3592.38,1831.75,0.0,0.9974,3865.0,2.11,0.92,12.0,2097369.29,1.0,0.94,B,0.95
4147,SUCURSAL CALLE 6,BAS00719125,2025.0,39,0.507582,42067.95,21352.93,0.0005,0.8852,6832.9,0.32,0.92,2.0,2097369.61,0.8,0.91,B,0.95
13400,SUCURSAL CALLE 6,DAB02805025,2025.0,39,0.507492,28878.0,14655.35,0.0003,0.9322,4103.5,0.28,0.92,4.8,2097369.89,1.0,0.92,B,0.95
6917,SUCURSAL CALLE 6,BCS00691125,2025.0,39,0.507123,59729.28,30290.09,0.0007,0.8466,9995.7,0.33,0.92,6.0,2097370.22,1.0,0.9,B,0.95
5887,SUCURSAL CALLE 6,BCS00273125,2025.0,39,0.506976,46034.26,23338.26,0.0005,0.8762,11202.4,0.48,0.92,4.0,2097370.7,1.0,0.91,B,0.95
11592,SUCURSAL CALLE 6,BLS00239125,2025.0,39,0.505257,171891.59,86849.43,0.0019,0.6054,78164.5,0.9,0.92,12.0,2097371.6,1.0,0.83,B,0.95
6655,SUCURSAL CALLE 6,BCS00573125,2025.0,39,0.504581,52989.12,26737.3,0.0006,0.8635,14972.9,0.56,0.92,6.857142857142857,2097372.16,1.0,0.9,B,0.95
9952,SUCURSAL CALLE 6,BHS00630125,2025.0,39,0.504305,74185.94,37412.34,0.0008,0.8057,12346.1,0.33,0.92,4.0,2097372.49,1.0,0.89,B,0.95
250,SUCURSAL CALLE 6,ALG15W40050,2025.0,39,0.503205,75715.7,38100.52,0.0008,0.7985,15240.2,0.4,0.92,5.142857142857142,2097372.89,1.0,0.88,B,0.95
25911,SUCURSAL CALLE 6,DCS00727189,2025.0,39,0.50041,19836.0,9926.13,0.0002,0.9577,10323.2,1.04,0.92,8.0,2097373.93,1.0,0.93,B,0.95
19308,SUCURSAL CALLE 6,DAE04645025,2025.0,39,0.499722,26465.45,13225.37,0.0003,0.9406,12299.6,0.93,0.92,12.0,2097374.86,1.0,0.93,B,0.95
22489,SUCURSAL CALLE 6,DAR03925025,2025.0,39,0.497319,18850.29,9374.61,0.0002,0.9605,3374.9,0.36,0.92,4.5,2097375.22,1.0,0.93,B,0.95
13552,SUCURSAL CALLE 6,DAB02909025,2025.0,39,0.496638,57408.03,28511.01,0.0006,0.8545,11689.5,0.41,0.92,3.0,2097375.63,0.8,0.9,B,0.95
18970,SUCURSAL CALLE 6,DAE04190025,2025.0,39,0.494409,22180.23,10966.11,0.0002,0.9529,3399.5,0.31,0.92,3.4285714285714284,2097375.94,1.0,0.93,B,0.95
17197,SUCURSAL CALLE 6,DAE00699189,2025.0,39,0.491134,5392.82,2648.6,0.0001,0.9963,2330.8,0.88,0.92,11.52,2097376.82,1.0,0.94,B,0.95
14069,SUCURSAL CALLE 6,DAB04909025,2025.0,39,0.490812,31962.77,15687.71,0.0003,0.925,3765.1,0.24,0.92,4.0,2097377.06,1.0,0.92,B,0.95
25978,SUCURSAL CALLE 6,DCS00758189,2025.0,39,0.490257,17105.0,8385.85,0.0002,0.9669,6205.5,0.74,0.92,9.0,2097377.8,1.0,0.94,B,0.95
10576,SUCURSAL CALLE 6,BLE00709125,2025.0,39,0.489445,78142.15,38246.28,0.0008,0.7977,15298.5,0.4,0.92,6.857142857142857,2097378.2,1.0,0.88,B,0.95
25970,SUCURSAL CALLE 6,DCS00757189,2025.0,39,0.48805,31359.0,15304.76,0.0003,0.9274,6581.0,0.43,0.92,4.8,2097378.63,1.0,0.92,B,0.95
4835,SUCURSAL CALLE 6,BCE00790125,2025.0,39,0.48537,68351.72,33175.87,0.0007,0.834,12275.1,0.37,0.92,4.8,2097379.0,1.0,0.89,B,0.95
14333,SUCURSAL CALLE 6,DAB08055025,2025.0,39,0.48375,68305.54,33042.8,0.0007,0.8354,10904.1,0.33,0.92,6.0,2097379.33,1.0,0.9,B,0.95
13665,SUCURSAL CALLE 6,DAB02970025,2025.0,39,0.483468,52586.72,25424.0,0.0005,0.8687,35847.8,1.41,0.92,6.0,2097380.74,1.0,0.9,B,0.95
28004,SUCURSAL CALLE 6,DLS00232189,2025.0,39,0.480757,4090.17,1966.38,0.0,0.9974,2910.2,1.48,0.92,12.0,2097382.22,1.0,0.94,B,0.95
8500,SUCURSAL CALLE 6,BHE00769125,2025.0,39,0.48,124631.66,59823.2,0.0013,0.6917,41278.0,0.69,0.92,12.0,2097382.91,1.0,0.85,B,0.95
10834,SUCURSAL CALLE 6,BLE01016125,2025.0,39,0.48,78718.09,37784.68,0.0008,0.8025,39296.1,1.04,0.92,12.0,2097383.95,1.0,0.88,B,0.95
21685,SUCURSAL CALLE 6,DAR02202025,2025.0,39,0.48,33748.54,16199.3,0.0003,0.9217,11177.5,0.69,0.92,12.0,2097384.64,1.0,0.92,B,0.95
5421,SUCURSAL CALLE 6,BCS00028125,2025.0,39,0.478218,23370.85,11176.36,0.0002,0.9513,4917.6,0.44,0.93,4.8,2097385.08,1.0,0.94,B,0.95
21516,SUCURSAL CALLE 6,DAR02106025,2025.0,39,0.477306,48072.83,22945.45,0.0005,0.8792,7113.1,0.31,0.93,4.0,2097385.39,1.0,0.92,B,0.95
11519,SUCURSAL CALLE 6,BLS00217125,2025.0,39,0.47456,37586.27,17836.94,0.0004,0.9086,9631.9,0.54,0.93,9.6,2097385.93,1.0,0.92,B,0.95
5178,SUCURSAL CALLE 6,BCE10471125,2025.0,39,0.473842,10474.9,4963.45,0.0001,0.9827,2332.8,0.47,0.93,8.0,2097386.4,1.0,0.94,B,0.95
6478,SUCURSAL CALLE 6,BCS00523125,2025.0,39,0.473577,45060.55,21339.64,0.0005,0.8857,9602.8,0.45,0.93,8.0,2097386.85,1.0,0.92,B,0.95
22764,SUCURSAL CALLE 6,DAR08193025,2025.0,39,0.47311,19641.27,9292.48,0.0002,0.9607,3995.8,0.43,0.93,6.0,2097387.28,1.0,0.94,B,0.95
6841,SUCURSAL CALLE 6,BCS00647125,2025.0,39,0.470468,74266.91,34940.2,0.0008,0.8241,8735.0,0.25,0.93,5.454545454545455,2097387.53,1.0,0.9,B,0.95
9328,SUCURSAL CALLE 6,BHS00224125,2025.0,39,0.470223,83465.75,39247.52,0.0008,0.7937,14129.1,0.36,0.93,4.0,2097387.89,1.0,0.89,B,0.95
25828,SUCURSAL CALLE 6,DCS00627189,2025.0,39,0.469847,22572.03,10605.4,0.0002,0.9543,3075.6,0.29,0.93,4.8,2097388.18,1.0,0.94,B,0.95
22407,SUCURSAL CALLE 6,DAR03370025,2025.0,39,0.468213,36952.55,17301.66,0.0004,0.913,9688.9,0.56,0.93,4.0,2097388.74,1.0,0.92,B,0.95
20672,SUCURSAL CALLE 6,DAE09205025,2025.0,39,0.467186,34013.37,15890.57,0.0003,0.9232,9375.4,0.59,0.93,6.0,2097389.33,1.0,0.93,B,0.95
15499,SUCURSAL CALLE 6,DAB09222025,2025.0,39,0.465298,13345.76,6209.76,0.0001,0.9781,2297.6,0.37,0.93,5.142857142857142,2097389.7,1.0,0.94,B,0.95
22643,SUCURSAL CALLE 6,DAR08049025,2025.0,39,0.464346,33981.12,15779.0,0.0003,0.9241,8205.1,0.52,0.93,7.5,2097390.22,1.0,0.93,B,0.95
6494,SUCURSAL CALLE 6,BCS00533125,2025.0,39,0.462062,75643.81,34952.13,0.0008,0.8233,16777.0,0.48,0.93,2.4,2097390.7,0.8,0.9,B,0.95
9726,SUCURSAL CALLE 6,BHS00504125,2025.0,39,0.462022,26643.13,12309.71,0.0003,0.9463,8370.6,0.68,0.93,7.199999999999999,2097391.38,1.0,0.94,B,0.95
24938,SUCURSAL CALLE 6,DCE10126137,2025.0,39,0.457233,30121.9,13772.73,0.0003,0.9358,9090.0,0.66,0.93,8.0,2097392.04,1.0,0.93,B,0.95
21653,SUCURSAL CALLE 6,DAR02176025,2025.0,39,0.450262,26549.75,11954.34,0.0003,0.9481,5857.6,0.49,0.93,7.199999999999999,2097392.53,1.0,0.94,B,0.95
18954,SUCURSAL CALLE 6,DAE04176025,2025.0,39,0.450262,20575.86,9264.53,0.0002,0.9611,4539.6,0.49,0.93,7.199999999999999,2097393.02,1.0,0.94,B,0.95
11857,SUCURSAL CALLE 6,BLS00399125,2025.0,39,0.449499,44406.38,19960.62,0.0004,0.8958,5189.8,0.26,0.93,3.4285714285714284,2097393.28,1.0,0.92,B,0.95
5429,SUCURSAL CALLE 6,BCS00030125,2025.0,39,0.448047,30345.74,13596.32,0.0003,0.9373,13188.4,0.97,0.93,12.0,2097394.25,1.0,0.93,B,0.95
27994,SUCURSAL CALLE 6,DLS00213189,2025.0,39,0.448,3794.84,1700.09,0.0,0.9974,1139.1,0.67,0.93,8.0,2097394.92,1.0,0.95,C,0.5
13223,SUCURSAL CALLE 6,DAB02639025,2025.0,39,0.447746,39898.43,17864.36,0.0004,0.9082,7681.7,0.43,0.93,6.857142857142857,2097395.35,1.0,0.92,B,0.95
9618,SUCURSAL CALLE 6,BHS00435125,2025.0,39,0.446451,37772.59,16863.61,0.0004,0.9158,9275.0,0.55,0.93,6.0,2097395.9,1.0,0.93,B,0.95
1687,SUCURSAL CALLE 6,BAC00121125,2025.0,39,0.443995,33451.11,14852.13,0.0003,0.9301,11436.1,0.77,0.93,9.0,2097396.67,1.0,0.93,B,0.95
6831,SUCURSAL CALLE 6,BCS00638125,2025.0,39,0.440759,46717.59,20591.2,0.0004,0.8894,9060.1,0.44,0.93,4.8,2097397.11,1.0,0.92,B,0.95
7224,SUCURSAL CALLE 6,BCS10082125,2025.0,39,0.437998,26373.32,11551.46,0.0002,0.9499,4736.1,0.41,0.93,7.199999999999999,2097397.52,1.0,0.94,B,0.95
6926,SUCURSAL CALLE 6,BCS00696125,2025.0,39,0.432,56661.78,24477.89,0.0005,0.8707,32555.6,1.33,0.93,12.0,2097398.85,1.0,0.91,B,0.95
24277,SUCURSAL CALLE 6,DCE00761137,2025.0,39,0.428236,21055.27,9016.62,0.0002,0.9631,4598.5,0.51,0.93,4.0,2097399.36,1.0,0.94,B,0.95
9152,SUCURSAL CALLE 6,BHS00097125,2025.0,39,0.421011,61692.67,25973.29,0.0006,0.8677,15843.7,0.61,0.93,7.5,2097399.97,1.0,0.91,B,0.95
18896,SUCURSAL CALLE 6,DAE04132025,2025.0,39,0.42089,19310.6,8127.64,0.0002,0.9689,3657.4,0.45,0.93,7.199999999999999,2097400.42,1.0,0.94,B,0.95
13496,SUCURSAL CALLE 6,DAB02873025,2025.0,39,0.420691,41807.74,17588.14,0.0004,0.911,7211.1,0.41,0.93,6.0,2097400.83,1.0,0.92,B,0.95
14301,SUCURSAL CALLE 6,DAB08037025,2025.0,39,0.418335,33506.24,14016.83,0.0003,0.934,7008.4,0.5,0.93,4.0,2097401.33,1.0,0.93,B,0.95
1328,SUCURSAL CALLE 6,BAB09009125,2025.0,39,0.413776,180063.42,74505.92,0.0016,0.6434,44703.6,0.6,0.93,9.0,2097401.93,1.0,0.84,B,0.95
22074,SUCURSAL CALLE 6,DAR02695025,2025.0,39,0.412987,33710.44,13921.97,0.0003,0.9343,5290.3,0.38,0.94,6.0,2097402.31,1.0,0.94,B,0.95
7629,SUCURSAL CALLE 6,BCS60377125,2025.0,39,0.411458,81697.58,33615.12,0.0007,0.8326,19832.9,0.59,0.94,9.0,2097402.9,1.0,0.91,B,0.95
28394,SUCURSAL CALLE 6,DRQCOOLV035,2025.0,39,0.411059,3944.07,1621.25,0.0,0.9974,697.1,0.43,0.94,2.4,2097403.33,0.8,0.96,C,0.5
13528,SUCURSAL CALLE 6,DAB02886025,2025.0,39,0.409934,9854.47,4039.68,0.0001,0.9878,1777.5,0.44,0.94,5.142857142857142,2097403.77,1.0,0.95,C,0.5
14221,SUCURSAL CALLE 6,DAB08011025,2025.0,39,0.408969,16785.76,6864.86,0.0001,0.9762,1922.2,0.28,0.94,5.142857142857142,2097404.05,1.0,0.95,C,0.5
11881,SUCURSAL CALLE 6,BLS00414125,2025.0,39,0.404522,32726.69,13238.67,0.0003,0.9403,5692.6,0.43,0.94,6.0,2097404.48,1.0,0.94,B,0.95
14847,SUCURSAL CALLE 6,DAB08198025,2025.0,39,0.404113,17276.48,6981.65,0.0002,0.9757,5375.9,0.77,0.94,8.0,2097405.25,1.0,0.95,C,0.5
11656,SUCURSAL CALLE 6,BLS00259125,2025.0,39,0.402834,15111.41,6087.39,0.0001,0.9785,1643.6,0.27,0.94,4.5,2097405.52,1.0,0.95,C,0.5
6284,SUCURSAL CALLE 6,BCS00440125,2025.0,39,0.402434,37916.71,15258.97,0.0003,0.928,3051.8,0.2,0.94,3.4285714285714284,2097405.72,1.0,0.94,B,0.95
7960,SUCURSAL CALLE 6,BHE00197125,2025.0,39,0.4,78924.0,31569.6,0.0007,0.8403,0.0,0.0,0.94,0.0,2097405.72,0.0,0.91,B,0.95
22390,SUCURSAL CALLE 6,DAR03309025,2025.0,39,0.4,33612.78,13445.11,0.0003,0.9394,0.0,0.0,0.94,0.0,2097405.72,0.0,0.94,B,0.95
22514,SUCURSAL CALLE 6,DAR04309025,2025.0,39,0.4,24446.03,9778.41,0.0002,0.9583,0.0,0.0,0.94,0.0,2097405.72,0.0,0.95,C,0.5
3102,SUCURSAL CALLE 6,BAE05447125,2025.0,39,0.4,22495.0,8998.0,0.0002,0.9633,0.0,0.0,0.94,0.0,2097405.72,0.0,0.95,C,0.5
18986,SUCURSAL CALLE 6,DAE04196025,2025.0,39,0.4,21810.8,8724.32,0.0002,0.9651,0.0,0.0,0.94,0.0,2097405.72,0.0,0.95,C,0.5
14759,SUCURSAL CALLE 6,DAB08180025,2025.0,39,0.4,11277.72,4511.09,0.0001,0.9855,0.0,0.0,0.94,0.0,2097405.72,0.0,0.95,C,0.5
13924,SUCURSAL CALLE 6,DAB04728025,2025.0,39,0.397266,20793.94,8260.73,0.0002,0.9673,2478.2,0.3,0.94,4.5,2097406.02,1.0,0.95,C,0.5
6219,SUCURSAL CALLE 6,BCS00425125,2025.0,39,0.394769,66679.6,26323.04,0.0006,0.8653,8160.1,0.31,0.94,3.4285714285714284,2097406.33,1.0,0.92,B,0.95
19095,SUCURSAL CALLE 6,DAE04304025,2025.0,39,0.387298,25720.4,9961.46,0.0002,0.9573,5777.6,0.58,0.94,10.0,2097406.91,1.0,0.95,C,0.5
4909,SUCURSAL CALLE 6,BCE00858125,2025.0,39,0.384,53212.46,20433.58,0.0004,0.8902,17368.5,0.85,0.94,12.0,2097407.76,1.0,0.92,B,0.95
7023,SUCURSAL CALLE 6,BCS00718125,2025.0,39,0.384,33678.83,12932.67,0.0003,0.9427,10992.8,0.85,0.94,12.0,2097408.61,1.0,0.94,B,0.95
16770,SUCURSAL CALLE 6,DAC00185020,2025.0,39,0.384,19170.18,7361.35,0.0002,0.9739,6257.1,0.85,0.94,12.0,2097409.46,1.0,0.95,C,0.5
21281,SUCURSAL CALLE 6,DAP09046025,2025.0,39,0.384,9441.73,3625.62,0.0001,0.99,4604.5,1.27,0.94,12.0,2097410.73,1.0,0.95,C,0.5
20753,SUCURSAL CALLE 6,DAE10981189,2025.0,39,0.383558,5420.69,2079.15,0.0,0.9974,706.9,0.34,0.94,4.0,2097411.07,1.0,0.96,C,0.5
14614,SUCURSAL CALLE 6,DAB08144025,2025.0,39,0.383442,46213.99,17720.38,0.0004,0.9094,8151.4,0.46,0.94,6.0,2097411.53,1.0,0.93,B,0.95
27715,SUCURSAL CALLE 6,DLE01323189,2025.0,39,0.378789,5487.0,2078.42,0.0,0.9974,685.9,0.33,0.94,4.0,2097411.86,1.0,0.96,C,0.5
22144,SUCURSAL CALLE 6,DAR02855025,2025.0,39,0.376214,44704.69,16818.53,0.0004,0.917,6391.0,0.38,0.94,6.0,2097412.24,1.0,0.93,B,0.95
5871,SUCURSAL CALLE 6,BCS00270125,2025.0,39,0.375658,101330.34,38065.55,0.0008,0.7993,22839.3,0.6,0.94,4.8,2097412.84,1.0,0.9,B,0.95
25649,SUCURSAL CALLE 6,DCS00411189,2025.0,39,0.375547,8181.74,3072.63,0.0001,0.9929,1413.4,0.46,0.94,7.199999999999999,2097413.3,1.0,0.95,C,0.5
11318,SUCURSAL CALLE 6,BLS00145125,2025.0,39,0.373958,15499.02,5795.98,0.0001,0.9791,1217.2,0.21,0.94,2.4,2097413.51,0.8,0.95,C,0.5
22554,SUCURSAL CALLE 6,DAR08012025,2025.0,39,0.37383,34464.9,12884.01,0.0003,0.943,5153.6,0.4,0.94,4.8,2097413.91,1.0,0.94,B,0.95
14913,SUCURSAL CALLE 6,DAB08220025,2025.0,39,0.372893,25753.66,9603.36,0.0002,0.9593,4609.6,0.48,0.94,7.199999999999999,2097414.39,1.0,0.95,C,0.5
6542,SUCURSAL CALLE 6,BCS00539125,2025.0,39,0.372288,135719.52,50526.75,0.0011,0.7486,20716.0,0.41,0.94,6.0,2097414.8,1.0,0.88,B,0.95
10552,SUCURSAL CALLE 6,BLE00667125,2025.0,39,0.370387,35278.31,13066.63,0.0003,0.9424,12936.0,0.99,0.94,12.0,2097415.79,1.0,0.94,B,0.95
14823,SUCURSAL CALLE 6,DAB08191025,2025.0,39,0.369238,31558.02,11652.42,0.0003,0.9493,9205.4,0.79,0.94,2.4,2097416.58,0.8,0.94,B,0.95
5815,SUCURSAL CALLE 6,BCS00243125,2025.0,39,0.367954,36750.29,13522.42,0.0003,0.9388,2974.9,0.22,0.95,4.0,2097416.8,1.0,0.95,C,0.5
15427,SUCURSAL CALLE 6,DAB09191025,2025.0,39,0.363944,18793.57,6839.81,0.0001,0.9763,3146.3,0.46,0.95,4.0,2097417.26,1.0,0.96,C,0.5
25397,SUCURSAL CALLE 6,DCS00271137,2025.0,39,0.363341,63225.02,22972.24,0.0005,0.8787,6661.9,0.29,0.95,5.142857142857142,2097417.55,1.0,0.93,B,0.95
7531,SUCURSAL CALLE 6,BCS10661125,2025.0,39,0.362872,53934.26,19571.23,0.0004,0.8974,7045.6,0.36,0.95,6.0,2097417.91,1.0,0.94,B,0.95
18870,SUCURSAL CALLE 6,DAE04114025,2025.0,39,0.362869,28009.47,10163.77,0.0002,0.9561,5183.5,0.51,0.95,6.0,2097418.42,1.0,0.95,C,0.5
28149,SUCURSAL CALLE 6,DLS00457189,2025.0,39,0.361786,5268.78,1906.17,0.0,0.9974,1200.9,0.63,0.95,10.0,2097419.05,1.0,0.96,C,0.5
21661,SUCURSAL CALLE 6,DAR02189025,2025.0,39,0.361752,31777.79,11495.68,0.0002,0.9501,4828.2,0.42,0.95,3.0,2097419.47,0.8,0.95,C,0.5
6791,SUCURSAL CALLE 6,BCS00627125,2025.0,39,0.36,95446.48,34360.73,0.0007,0.8263,23708.9,0.69,0.95,12.0,2097420.16,1.0,0.91,B,0.95
18408,SUCURSAL CALLE 6,DAE02506025,2025.0,39,0.36,94241.08,33926.79,0.0007,0.8298,23409.5,0.69,0.95,12.0,2097420.85,1.0,0.91,B,0.95
7467,SUCURSAL CALLE 6,BCS10450125,2025.0,39,0.358782,79244.01,28431.32,0.0006,0.8551,21607.8,0.76,0.95,8.0,2097421.61,1.0,0.92,B,0.95
5951,SUCURSAL CALLE 6,BCS00300125,2025.0,39,0.354842,23855.84,8465.05,0.0002,0.9665,3301.4,0.39,0.95,5.142857142857142,2097422.0,1.0,0.96,C,0.5
13996,SUCURSAL CALLE 6,DAB04832025,2025.0,39,0.352482,13270.8,4677.72,0.0001,0.9845,2759.9,0.59,0.95,9.0,2097422.59,1.0,0.96,C,0.5
22903,SUCURSAL CALLE 6,DAR12523025,2025.0,39,0.348131,96676.78,33656.18,0.0007,0.8312,13125.9,0.39,0.95,6.0,2097422.98,1.0,0.91,B,0.95
12861,SUCURSAL CALLE 6,BSS00487125,2025.0,39,0.34539,169002.54,58371.79,0.0013,0.7047,38525.4,0.66,0.95,6.0,2097423.64,1.0,0.87,B,0.95
18425,SUCURSAL CALLE 6,DAE02518025,2025.0,39,0.344379,115821.97,39886.65,0.0009,0.7902,40684.4,1.02,0.95,12.0,2097424.66,1.0,0.9,B,0.95
7909,SUCURSAL CALLE 6,BHE00151125,2025.0,39,0.342523,38501.6,13187.68,0.0003,0.9409,10813.9,0.82,0.95,12.0,2097425.48,1.0,0.95,C,0.5
21364,SUCURSAL CALLE 6,DAR02011025,2025.0,39,0.34234,49603.51,16981.27,0.0004,0.915,13754.8,0.81,0.95,12.0,2097426.29,1.0,0.94,B,0.95
25069,SUCURSAL CALLE 6,DCE20128138,2025.0,39,0.338906,30130.1,10211.27,0.0002,0.9557,4084.5,0.4,0.95,6.0,2097426.69,1.0,0.95,C,0.5
