,store_name,product_ref,año,Semana,semana_num,num_facturas,EMA,demanda_ajustada,desviacion_ema%,coef_ventas,producto_costo_unitario
26475,SUCURSAL CALLE 6,DAR02820025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,67042.46
26476,SUCURSAL MEDELLIN,DAR02820025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,67042.46
26477,SUCURSAL NORTE,DAR02820025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,67042.46
26478,SUCURSAL VALLADOLID,DAR02820025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,67042.46
26479,PRINCIPAL COTA,DAR02821025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,67176.58
26480,SUCURSAL BARRANQUILLA,DAR02821025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,67176.58
26481,SUCURSAL BUCARAMANGA,DAR02821025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,67176.58
26482,SUCURSAL CALI,DAR02821025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,67176.58
26483,SUCURSAL CALLE 6,DAR02821025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,67176.58
26484,SUCURSAL MEDELLIN,DAR02821025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,67176.58
26485,SUCURSAL NORTE,DAR02821025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,67176.58
26486,SUCURSAL VALLADOLID,DAR02821025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,67176.58
26487,0,DAR02845025,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5413.93
26488,PRINCIPAL COTA,DAR02849025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,6368.31
26489,SUCURSAL BARRANQUILLA,DAR02849025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,6368.31
26490,SUCURSAL BUCARAMANGA,DAR02849025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,6368.31
26491,SUCURSAL CALI,DAR02849025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,6368.31
26492,SUCURSAL CALLE 6,DAR02849025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,6368.31
26493,SUCURSAL MEDELLIN,DAR02849025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,6368.31
26494,SUCURSAL NORTE,DAR02849025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,6368.31
26495,SUCURSAL VALLADOLID,DAR02849025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,6368.31
26496,PRINCIPAL COTA,DAR02855025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,44704.69
26497,SUCURSAL BARRANQUILLA,DAR02855025,2025.0,2025-09-09 00:00:00,37,2.0,0.779124,3.0,2.37,12.0,44704.69
26498,SUCURSAL BUCARAMANGA,DAR02855025,2025.0,2025-09-09 00:00:00,37,0.0,0.116875,0.0,0.79,12.0,44704.69
26499,SUCURSAL CALI,DAR02855025,2025.0,2025-09-09 00:00:00,37,0.0,0.022518,0.0,96693.27,0.0,44704.69
26500,SUCURSAL CALLE 6,DAR02855025,2025.0,2025-09-09 00:00:00,37,1.0,0.276962,1.0,0.49,6.0,44704.69
26501,SUCURSAL MEDELLIN,DAR02855025,2025.0,2025-09-09 00:00:00,37,0.0,0.0502,0.0,0.98,12.0,44704.69
26502,SUCURSAL NORTE,DAR02855025,2025.0,2025-09-09 00:00:00,37,0.0,0.107294,0.0,0.79,12.0,44704.69
26503,SUCURSAL VALLADOLID,DAR02855025,2025.0,2025-09-09 00:00:00,37,0.0,0.003602,0.0,15471.22,0.0,44704.69
26504,PRINCIPAL COTA,DAR02870025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,73504.43
26505,SUCURSAL BARRANQUILLA,DAR02870025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,73504.43
26506,SUCURSAL BUCARAMANGA,DAR02870025,2025.0,2025-09-09 00:00:00,37,0.0,0.000548,0.0,2351.39,0.0,73504.43
26507,SUCURSAL CALI,DAR02870025,2025.0,2025-09-09 00:00:00,37,0.0,0.167036,0.0,0.67,12.0,73504.43
26508,SUCURSAL CALLE 6,DAR02870025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,73504.43
26509,SUCURSAL MEDELLIN,DAR02870025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,73504.43
26510,SUCURSAL NORTE,DAR02870025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,73504.43
26511,SUCURSAL VALLADOLID,DAR02870025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,73504.43
26512,PRINCIPAL COTA,DAR02900025,2025.0,2025-09-09 00:00:00,37,0.0,0.000484,0.0,2075.97,0.0,20098.93
26513,SUCURSAL BARRANQUILLA,DAR02900025,2025.0,2025-09-09 00:00:00,37,0.0,0.018366,0.0,0.95,12.0,20098.93
26514,SUCURSAL BUCARAMANGA,DAR02900025,2025.0,2025-09-09 00:00:00,37,1.0,0.2,1.0,0.0,0.0,20098.93
26515,SUCURSAL CALI,DAR02900025,2025.0,2025-09-09 00:00:00,37,0.0,9e-06,0.0,40.83,0.0,20098.93
26516,SUCURSAL CALLE 6,DAR02900025,2025.0,2025-09-09 00:00:00,37,0.0,0.004944,0.0,21229.88,0.0,20098.93
26517,SUCURSAL MEDELLIN,DAR02900025,2025.0,2025-09-09 00:00:00,37,0.0,0.128,0.0,0.85,12.0,20098.93
26518,SUCURSAL NORTE,DAR02900025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,20098.93
26519,SUCURSAL VALLADOLID,DAR02900025,2025.0,2025-09-09 00:00:00,37,0.0,0.071556,0.0,0.76,12.0,20098.93
26520,PRINCIPAL COTA,DAR02913025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,55397.01
26521,SUCURSAL BARRANQUILLA,DAR02913025,2025.0,2025-09-09 00:00:00,37,0.0,5e-06,0.0,22.54,0.0,55397.01
26522,SUCURSAL BUCARAMANGA,DAR02913025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,55397.01
26523,SUCURSAL CALI,DAR02913025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,55397.01
26524,SUCURSAL CALLE 6,DAR02913025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,55397.01
26525,SUCURSAL MEDELLIN,DAR02913025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,55397.01
26526,SUCURSAL NORTE,DAR02913025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,55397.01
26527,SUCURSAL VALLADOLID,DAR02913025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,55397.01
26528,PRINCIPAL COTA,DAR02921025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,12382.0
26529,SUCURSAL BARRANQUILLA,DAR02921025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,12382.0
26530,SUCURSAL BUCARAMANGA,DAR02921025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,12382.0
26531,SUCURSAL CALI,DAR02921025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,12382.0
26532,SUCURSAL CALLE 6,DAR02921025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,12382.0
26533,SUCURSAL MEDELLIN,DAR02921025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,12382.0
26534,SUCURSAL NORTE,DAR02921025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,12382.0
26535,SUCURSAL VALLADOLID,DAR02921025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,12382.0
26536,PRINCIPAL COTA,DAR02949025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,28370.0
26537,SUCURSAL BARRANQUILLA,DAR02949025,2025.0,2025-09-09 00:00:00,37,0.0,0.013287,0.0,57054.35,0.0,28370.0
26538,SUCURSAL BUCARAMANGA,DAR02949025,2025.0,2025-09-09 00:00:00,37,0.0,0.165286,0.0,0.52,6.0,28370.0
26539,SUCURSAL CALI,DAR02949025,2025.0,2025-09-09 00:00:00,37,1.0,1.31338,1.0,0.48,5.538461538461539,28370.0
26540,SUCURSAL CALLE 6,DAR02949025,2025.0,2025-09-09 00:00:00,37,0.0,0.051682,0.0,1.1,12.0,28370.0
26541,SUCURSAL MEDELLIN,DAR02949025,2025.0,2025-09-09 00:00:00,37,1.0,0.874599,1.0,0.35,5.538461538461539,28370.0
26542,SUCURSAL NORTE,DAR02949025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,28370.0
26543,SUCURSAL VALLADOLID,DAR02949025,2025.0,2025-09-09 00:00:00,37,0.0,0.000312,0.0,1342.04,0.0,28370.0
26544,0,DAR02956025,0.0,0,0,0.0,0.0,0.0,0.0,0.0,25537.27
26545,PRINCIPAL COTA,DAR02979025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,8068.83
26546,SUCURSAL BARRANQUILLA,DAR02979025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,8068.83
26547,SUCURSAL BUCARAMANGA,DAR02979025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,8068.83
26548,SUCURSAL CALI,DAR02979025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,8068.83
26549,SUCURSAL CALLE 6,DAR02979025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,8068.83
26550,SUCURSAL MEDELLIN,DAR02979025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,8068.83
26551,SUCURSAL NORTE,DAR02979025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,8068.83
26552,SUCURSAL VALLADOLID,DAR02979025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,8068.83
26553,PRINCIPAL COTA,DAR02980025,2025.0,2025-09-09 00:00:00,37,0.0,0.1024,0.0,0.9,12.0,57188.61
26554,SUCURSAL BARRANQUILLA,DAR02980025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,57188.61
26555,SUCURSAL BUCARAMANGA,DAR02980025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,57188.61
26556,SUCURSAL CALI,DAR02980025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,57188.61
26557,SUCURSAL CALLE 6,DAR02980025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,57188.61
26558,SUCURSAL MEDELLIN,DAR02980025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,57188.61
26559,SUCURSAL NORTE,DAR02980025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,57188.61
26560,SUCURSAL VALLADOLID,DAR02980025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,57188.61
26561,PRINCIPAL COTA,DAR02981025,2025.0,2025-09-09 00:00:00,37,0.0,0.000126,0.0,544.43,0.0,32239.23
26562,SUCURSAL BARRANQUILLA,DAR02981025,2025.0,2025-09-09 00:00:00,37,0.0,0.307287,0.0,0.5,6.857142857142857,32239.23
26563,SUCURSAL BUCARAMANGA,DAR02981025,2025.0,2025-09-09 00:00:00,37,0.0,0.605016,0.0,0.65,8.0,32239.23
26564,SUCURSAL CALI,DAR02981025,2025.0,2025-09-09 00:00:00,37,1.0,0.927218,1.0,0.71,9.6,32239.23
26565,SUCURSAL CALLE 6,DAR02981025,2025.0,2025-09-09 00:00:00,37,0.0,0.865522,0.0,0.22,3.5999999999999996,32239.23
26566,SUCURSAL MEDELLIN,DAR02981025,2025.0,2025-09-09 00:00:00,37,0.0,0.220107,0.0,0.92,6.0,32239.23
26567,SUCURSAL NORTE,DAR02981025,2025.0,2025-09-09 00:00:00,37,1.0,0.226847,1.0,0.78,12.0,32239.23
26568,SUCURSAL VALLADOLID,DAR02981025,2025.0,2025-09-09 00:00:00,37,0.0,0.011186,0.0,48030.92,0.0,32239.23
26569,PRINCIPAL COTA,DAR02986025,2025.0,2025-09-09 00:00:00,37,0.0,0.007006,0.0,26427.08,0.0,13535.16
26570,SUCURSAL BARRANQUILLA,DAR02986025,2025.0,2025-09-09 00:00:00,37,0.0,0.386224,0.0,0.56,6.0,13535.16
26571,SUCURSAL BUCARAMANGA,DAR02986025,2025.0,2025-09-09 00:00:00,37,2.0,2.052403,7.0,0.6,8.0,13535.16
26572,SUCURSAL CALI,DAR02986025,2025.0,2025-09-09 00:00:00,37,1.0,0.628283,2.0,0.9,6.0,13535.16
26573,SUCURSAL CALLE 6,DAR02986025,2025.0,2025-09-09 00:00:00,37,1.0,0.663973,2.0,0.55,6.0,13535.16
26574,SUCURSAL MEDELLIN,DAR02986025,2025.0,2025-09-09 00:00:00,37,0.0,1.401764,0.0,0.38,4.444444444444445,13535.16
26575,SUCURSAL NORTE,DAR02986025,2025.0,2025-09-09 00:00:00,37,0.0,0.48461,0.0,0.55,6.0,13535.16
26576,SUCURSAL VALLADOLID,DAR02986025,2025.0,2025-09-09 00:00:00,37,0.0,0.420966,0.0,0.61,9.0,13535.16
26577,PRINCIPAL COTA,DAR02989025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,26602.37
26578,SUCURSAL BARRANQUILLA,DAR02989025,2025.0,2025-09-09 00:00:00,37,0.0,0.000181,0.0,686.22,0.0,26602.37
26579,SUCURSAL BUCARAMANGA,DAR02989025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,26602.37
26580,SUCURSAL CALI,DAR02989025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,26602.37
26581,SUCURSAL CALLE 6,DAR02989025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,26602.37
26582,SUCURSAL MEDELLIN,DAR02989025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,26602.37
26583,SUCURSAL NORTE,DAR02989025,2025.0,2025-09-09 00:00:00,37,0.0,2.9e-05,0.0,123.21,0.0,26602.37
26584,SUCURSAL VALLADOLID,DAR02989025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,26602.37
26585,PRINCIPAL COTA,DAR02990025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,35999.26
26586,SUCURSAL BARRANQUILLA,DAR02990025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,35999.26
26587,SUCURSAL BUCARAMANGA,DAR02990025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,35999.26
26588,SUCURSAL CALI,DAR02990025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,35999.26
26589,SUCURSAL CALLE 6,DAR02990025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,35999.26
26590,SUCURSAL MEDELLIN,DAR02990025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,35999.26
26591,SUCURSAL NORTE,DAR02990025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,35999.26
26592,SUCURSAL VALLADOLID,DAR02990025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,35999.26
26593,PRINCIPAL COTA,DAR02996025,2025.0,2025-09-09 00:00:00,37,0.0,0.065536,0.0,0.9,12.0,72482.36
26594,SUCURSAL BARRANQUILLA,DAR02996025,2025.0,2025-09-09 00:00:00,37,0.0,0.130995,0.0,0.79,12.0,72482.36
26595,SUCURSAL BUCARAMANGA,DAR02996025,2025.0,2025-09-09 00:00:00,37,0.0,0.028511,0.0,0.84,12.0,72482.36
26596,SUCURSAL CALI,DAR02996025,2025.0,2025-09-09 00:00:00,37,0.0,7.8e-05,0.0,296.33,0.0,72482.36
26597,SUCURSAL CALLE 6,DAR02996025,2025.0,2025-09-09 00:00:00,37,0.0,0.000289,0.0,680.4,0.0,72482.36
26598,SUCURSAL MEDELLIN,DAR02996025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,72482.36
26599,SUCURSAL NORTE,DAR02996025,2025.0,2025-09-09 00:00:00,37,0.0,0.195054,0.0,1.0,8.0,72482.36
26600,SUCURSAL VALLADOLID,DAR02996025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,72482.36
26601,PRINCIPAL COTA,DAR02997025,2025.0,2025-09-09 00:00:00,37,0.0,6e-06,0.0,22.03,0.0,77285.3
26602,SUCURSAL BARRANQUILLA,DAR02997025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,77285.3
26603,SUCURSAL BUCARAMANGA,DAR02997025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,77285.3
26604,SUCURSAL CALI,DAR02997025,2025.0,2025-09-09 00:00:00,37,0.0,0.015792,0.0,67813.86,0.0,77285.3
26605,SUCURSAL CALLE 6,DAR02997025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,77285.3
26606,SUCURSAL MEDELLIN,DAR02997025,2025.0,2025-09-09 00:00:00,37,0.0,0.003524,0.0,15129.37,0.0,77285.3
26607,SUCURSAL NORTE,DAR02997025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,77285.3
26608,SUCURSAL VALLADOLID,DAR02997025,2025.0,2025-09-09 00:00:00,37,0.0,0.065536,0.0,0.9,12.0,77285.3
26609,PRINCIPAL COTA,DAR02999025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,61936.13
26610,SUCURSAL BARRANQUILLA,DAR02999025,2025.0,2025-09-09 00:00:00,37,0.0,0.020811,0.0,1.07,12.0,61936.13
26611,SUCURSAL BUCARAMANGA,DAR02999025,2025.0,2025-09-09 00:00:00,37,0.0,0.076336,0.0,0.81,12.0,61936.13
26612,SUCURSAL CALI,DAR02999025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,61936.13
26613,SUCURSAL CALLE 6,DAR02999025,2025.0,2025-09-09 00:00:00,37,0.0,0.00339,0.0,12895.18,0.0,61936.13
26614,SUCURSAL MEDELLIN,DAR02999025,2025.0,2025-09-09 00:00:00,37,0.0,0.010994,0.0,47213.71,0.0,61936.13
26615,SUCURSAL NORTE,DAR02999025,2025.0,2025-09-09 00:00:00,37,0.0,0.061776,0.0,179390.27,0.0,61936.13
26616,SUCURSAL VALLADOLID,DAR02999025,2025.0,2025-09-09 00:00:00,37,0.0,0.002594,0.0,11138.82,0.0,61936.13
26617,PRINCIPAL COTA,DAR03002025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,3014.81
26618,SUCURSAL BARRANQUILLA,DAR03002025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,3014.81
26619,SUCURSAL BUCARAMANGA,DAR03002025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,3014.81
26620,SUCURSAL CALI,DAR03002025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,3014.81
26621,SUCURSAL CALLE 6,DAR03002025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,3014.81
26622,SUCURSAL MEDELLIN,DAR03002025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,3014.81
26623,SUCURSAL NORTE,DAR03002025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,3014.81
26624,SUCURSAL VALLADOLID,DAR03002025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,3014.81
26625,PRINCIPAL COTA,DAR03066025,2025.0,2025-09-09 00:00:00,37,1.0,1.240536,2.0,0.35,4.0,19283.91
26626,SUCURSAL BARRANQUILLA,DAR03066025,2025.0,2025-09-09 00:00:00,37,1.0,7.022391,1.0,0.21,3.951219512195122,19283.91
26627,SUCURSAL BUCARAMANGA,DAR03066025,2025.0,2025-09-09 00:00:00,37,2.0,2.206797,4.0,0.37,6.0,19283.91
26628,SUCURSAL CALI,DAR03066025,2025.0,2025-09-09 00:00:00,37,0.0,0.421474,0.0,0.25,4.0,19283.91
26629,SUCURSAL CALLE 6,DAR03066025,2025.0,2025-09-09 00:00:00,37,2.0,2.97956,2.0,0.16,2.210526315789474,19283.91
26630,SUCURSAL MEDELLIN,DAR03066025,2025.0,2025-09-09 00:00:00,37,2.0,4.034847,3.0,0.23,2.4,19283.91
26631,SUCURSAL NORTE,DAR03066025,2025.0,2025-09-09 00:00:00,37,1.0,1.800837,1.0,0.17,2.307692307692308,19283.91
26632,SUCURSAL VALLADOLID,DAR03066025,2025.0,2025-09-09 00:00:00,37,0.0,0.514862,0.0,0.21,3.4285714285714284,19283.91
26633,PRINCIPAL COTA,DAR03067025,2025.0,2025-09-09 00:00:00,37,0.0,1.1e-05,0.0,29.08,0.0,32759.09
26634,SUCURSAL BARRANQUILLA,DAR03067025,2025.0,2025-09-09 00:00:00,37,0.0,0.029915,0.0,90587.85,0.0,32759.09
26635,SUCURSAL BUCARAMANGA,DAR03067025,2025.0,2025-09-09 00:00:00,37,0.0,0.001545,0.0,6633.93,0.0,32759.09
26636,SUCURSAL CALI,DAR03067025,2025.0,2025-09-09 00:00:00,37,0.0,0.569784,0.0,0.56,4.8,32759.09
26637,SUCURSAL CALLE 6,DAR03067025,2025.0,2025-09-09 00:00:00,37,0.0,0.052429,0.0,0.87,12.0,32759.09
26638,SUCURSAL MEDELLIN,DAR03067025,2025.0,2025-09-09 00:00:00,37,0.0,0.000259,0.0,1113.1,0.0,32759.09
26639,SUCURSAL NORTE,DAR03067025,2025.0,2025-09-09 00:00:00,37,0.0,0.033974,0.0,0.77,12.0,32759.09
26640,SUCURSAL VALLADOLID,DAR03067025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,32759.09
26641,PRINCIPAL COTA,DAR03068025,2025.0,2025-09-09 00:00:00,37,0.0,0.01237,0.0,32476.71,0.0,35736.56
26642,SUCURSAL BARRANQUILLA,DAR03068025,2025.0,2025-09-09 00:00:00,37,0.0,0.005653,0.0,24273.12,0.0,35736.56
26643,SUCURSAL BUCARAMANGA,DAR03068025,2025.0,2025-09-09 00:00:00,37,0.0,0.305707,0.0,0.52,8.0,35736.56
26644,SUCURSAL CALI,DAR03068025,2025.0,2025-09-09 00:00:00,37,0.0,0.05253,0.0,0.87,12.0,35736.56
26645,SUCURSAL CALLE 6,DAR03068025,2025.0,2025-09-09 00:00:00,37,0.0,0.039077,0.0,0.78,12.0,35736.56
26646,SUCURSAL MEDELLIN,DAR03068025,2025.0,2025-09-09 00:00:00,37,0.0,5.6e-05,0.0,239.72,0.0,35736.56
26647,SUCURSAL NORTE,DAR03068025,2025.0,2025-09-09 00:00:00,37,0.0,0.071948,0.0,0.78,12.0,35736.56
26648,SUCURSAL VALLADOLID,DAR03068025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,35736.56
26649,PRINCIPAL COTA,DAR03069025,2025.0,2025-09-09 00:00:00,37,0.0,0.181131,0.0,0.99,12.0,23917.16
26650,SUCURSAL BARRANQUILLA,DAR03069025,2025.0,2025-09-09 00:00:00,37,1.0,0.887554,1.0,0.3,4.5,23917.16
26651,SUCURSAL BUCARAMANGA,DAR03069025,2025.0,2025-09-09 00:00:00,37,1.0,0.980278,1.0,0.43,4.5,23917.16
26652,SUCURSAL CALI,DAR03069025,2025.0,2025-09-09 00:00:00,37,1.0,0.94133,3.0,0.49,6.857142857142857,23917.16
26653,SUCURSAL CALLE 6,DAR03069025,2025.0,2025-09-09 00:00:00,37,0.0,0.337903,0.0,0.54,8.0,23917.16
26654,SUCURSAL MEDELLIN,DAR03069025,2025.0,2025-09-09 00:00:00,37,0.0,0.450402,0.0,0.44,6.857142857142857,23917.16
26655,SUCURSAL NORTE,DAR03069025,2025.0,2025-09-09 00:00:00,37,0.0,0.033682,0.0,144630.59,0.0,23917.16
26656,SUCURSAL VALLADOLID,DAR03069025,2025.0,2025-09-09 00:00:00,37,0.0,0.175574,0.0,0.59,6.0,23917.16
26657,PRINCIPAL COTA,DAR03070025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,57837.27
26658,SUCURSAL BARRANQUILLA,DAR03070025,2025.0,2025-09-09 00:00:00,37,0.0,0.000495,0.0,2126.18,0.0,57837.27
26659,SUCURSAL BUCARAMANGA,DAR03070025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,57837.27
26660,SUCURSAL CALI,DAR03070025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,57837.27
26661,SUCURSAL CALLE 6,DAR03070025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,57837.27
26662,SUCURSAL MEDELLIN,DAR03070025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,57837.27
26663,SUCURSAL NORTE,DAR03070025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,57837.27
26664,SUCURSAL VALLADOLID,DAR03070025,2025.0,2025-09-09 00:00:00,37,0.0,0.0,0.0,0.0,0.0,57837.27
26665,PRINCIPAL COTA,DAR03071025,2025.0,2025-09-09 00:00:00,37,0.0,0.024789,0.0,0.75,12.0,23535.82
26666,SUCURSAL BARRANQUILLA,DAR03071025,2025.0,2025-09-09 00:00:00,37,0.0,1.583437,0.0,0.25,4.0,23535.82
26667,SUCURSAL BUCARAMANGA,DAR03071025,2025.0,2025-09-09 00:00:00,37,0.0,2.377913,0.0,0.26,4.421052631578948,23535.82
26668,SUCURSAL CALI,DAR03071025,2025.0,2025-09-09 00:00:00,37,0.0,0.072869,0.0,1.09,12.0,23535.82
26669,SUCURSAL CALLE 6,DAR03071025,2025.0,2025-09-09 00:00:00,37,1.0,1.371282,1.0,0.34,3.5294117647058822,23535.82
26670,SUCURSAL MEDELLIN,DAR03071025,2025.0,2025-09-09 00:00:00,37,0.0,1.364274,0.0,0.4,3.1578947368421053,23535.82
26671,SUCURSAL NORTE,DAR03071025,2025.0,2025-09-09 00:00:00,37,1.0,0.659538,1.0,0.24,4.0,23535.82
26672,SUCURSAL VALLADOLID,DAR03071025,2025.0,2025-09-09 00:00:00,37,2.0,0.86475,2.0,0.33,4.5,23535.82
26673,PRINCIPAL COTA,DAR03072025,2025.0,2025-09-09 00:00:00,37,0.0,0.047622,0.0,0.83,12.0,51326.92
